wordID,docIDs,frequencies,hitlists
50,0;1;2;7;8;9;11;12;13;15;16;18,6;2;2;2;6;2;3;1;1;3;1;1,"0, 120|0, 650|0, 882|0, 902|0, 936|0, 977;0, 203|0, 299;0, 868|0, 910;0, 66|0, 1150;0, 409|0, 549|0, 561|0, 1110|0, 1134|0, 1275;0, 901|0, 1331;0, 236|0, 1119|0, 1194;0, 497;0, 354;0, 12|0, 438|0, 446;0, 1025;0, 499"
51,0,1,"0, 122"
52,0,1,"0, 124"
53,0,1,"0, 125"
54,0,1,"0, 130"
55,0;1;5;8,1;4;1;1,"0, 131;0, 770|0, 798|0, 876|0, 1011;0, 149;0, 745"
56,0,1,"0, 134"
57,0,1,"0, 135"
58,0;11;17;19,2;1;1;1,"0, 136|0, 584;0, 871;0, 34;0, 490"
59,0,1,"0, 137"
60,0;5,3;1,"0, 138|0, 468|0, 896;0, 964"
61,0,1,"0, 140"
62,0,1,"0, 142"
63,0,1,"0, 143"
64,0,1,"0, 145"
65,0,1,"0, 147"
66,0;1;13,1;1;1,"0, 151;0, 335;0, 733"
67,0,1,"0, 153"
68,0,1,"0, 155"
69,0,1,"0, 158"
70,0,1,"0, 160"
71,0,1,"0, 162"
72,0;2;9;13,1;2;1;1,"0, 163;0, 100|0, 336;0, 799;0, 808"
73,0;1;7;10;13,1;2;1;1;2,"0, 165;0, 55|0, 1065;0, 1321;0, 127;0, 341|0, 892"
74,0;4;5;6;7;8;9;10;11;13;14;16;18;19,1;1;2;4;4;1;2;2;5;1;2;11;2;3,"0, 167;0, 151;0, 943|0, 950;0, 375|0, 454|0, 457|0, 1195;0, 23|0, 431|0, 576|0, 1402;0, 578;0, 229|0, 1210;0, 230|0, 926;0, 672|0, 678|0, 970|0, 1167|0, 1588;0, 555;0, 4|0, 299;0, 460|0, 470|0, 554|0, 577|0, 584|0, 882|0, 1008|0, 1123|0, 1242|0, 1314|2, 1;0, 225|0, 340;0, 272|0, 818|0, 1545"
75,0;5;7,1;4;2,"0, 169;0, 440|0, 451|0, 687|0, 716;0, 132|0, 208"
76,0,1,"0, 172"
77,0;2;6;7;11;14;16;19,2;2;1;4;4;2;1;1,"0, 173|0, 283;0, 881|0, 963;0, 316;0, 464|0, 948|0, 996|0, 1222;0, 932|0, 1012|0, 1034|0, 1108;0, 196|0, 379;0, 183;0, 1799"
78,0;13,1;1,"0, 175;0, 281"
79,0,1,"0, 177"
80,0;6;8;10;13;14;16;18,1;1;1;3;1;2;1;1,"0, 180;0, 326;0, 407;0, 329|0, 415|0, 660;0, 390;0, 62|0, 69;0, 63;0, 579"
81,0;1,2;1,"0, 182|0, 654;0, 16"
82,0;12,2;1,"0, 184|0, 397;0, 157"
83,0,1,"0, 188"
84,0;2;6;9;11;15;19,2;1;1;1;2;1;2,"0, 190|0, 200;0, 504;0, 161;0, 857;0, 570|0, 1638;0, 196;0, 714|0, 849"
85,0,1,"0, 193"
86,0;1;6;7;12;19,1;1;1;1;1;1,"0, 195;0, 777;0, 558;0, 650;0, 84;0, 956"
87,0,1,"0, 196"
88,0,1,"0, 198"
89,0;2;4;5;6;8;9;10;11;15;16;18;19,1;1;1;2;2;1;2;1;5;3;2;1;4,"0, 203;0, 317;0, 384;0, 21|0, 391;0, 216|0, 1040;0, 1083;0, 453|0, 1212;0, 281;0, 210|0, 404|0, 670|0, 1097|0, 1614;0, 233|0, 508|0, 583;0, 319|0, 563;0, 91;0, 116|0, 1141|0, 1898|0, 2177"
90,0;1;2;6;8;9;12;14;15;16;17;18;19,2;3;2;3;1;6;1;1;1;5;1;4;4,"0, 206|0, 404;0, 32|0, 366|0, 469;0, 821|0, 852;0, 283|0, 311|0, 856;0, 835;0, 161|0, 169|0, 435|0, 574|0, 960|0, 1082;0, 307;0, 84;0, 453;0, 122|0, 178|0, 414|0, 960|0, 1365;0, 146;0, 271|0, 466|0, 514|0, 584;0, 320|0, 615|0, 1429|0, 1793"
91,0;1;10;12;16;18,1;1;1;1;1;1,"0, 207;0, 588;0, 325;0, 308;0, 428;0, 464"
92,0;14;18,1;2;1,"0, 209;0, 725|0, 743;0, 476"
93,0;8,1;6,"0, 215;0, 718|0, 747|0, 750|0, 791|0, 827|0, 869"
94,0;1;5;15,1;1;2;1,"0, 217;0, 722;0, 653|0, 939;0, 27"
95,0;16,1;1,"0, 222;0, 1371"
96,0;7;9;13,1;1;2;1,"0, 226;0, 554;0, 955|0, 1107;0, 867"
97,0;2;4;5;6;7;10;11;15;16;19,1;4;1;2;1;1;6;1;2;1;3,"0, 228;0, 7|0, 97|0, 537|0, 571;0, 369;0, 645|0, 787;0, 260;0, 1341;0, 246|0, 314|0, 385|0, 539|0, 757|0, 810;0, 1410;3, 4|0, 582;0, 294;0, 663|0, 681|0, 1841"
98,0;2;5;7;9;10;11;13;14;15;16;18;19,7;1;2;3;3;5;3;1;2;2;4;3;3,"0, 230|0, 243|0, 264|0, 313|0, 742|0, 754|0, 1015;0, 197;0, 425|0, 665;0, 1101|0, 1130|0, 1171;0, 51|0, 896|0, 906;0, 254|0, 314|0, 382|0, 385|0, 539;0, 1065|0, 1123|0, 1434;0, 1056;0, 775|2, 13;3, 6|0, 582;0, 119|0, 157|0, 174|0, 675;0, 342|0, 475|0, 585;0, 665|0, 683|0, 2265"
99,0;2;3;4;6;7;8;9;10;11;14;15;16;19,4;1;1;1;7;3;4;1;1;5;2;2;3;4,"0, 233|0, 683|0, 967|0, 1012;0, 494;0, 10;0, 412;0, 75|0, 254|0, 857|0, 1050|0, 1092|0, 1247|0, 1467;0, 564|0, 1251|0, 1405;0, 299|0, 520|0, 645|0, 1363;0, 759;0, 83;0, 187|0, 204|0, 769|0, 1038|0, 1597;0, 523|0, 632;0, 158|0, 436;0, 1225|0, 1366|0, 1602;0, 632|0, 1984|0, 1995|0, 2196"
100,0;2;4;5;6;7;8;10;11;13;14;15;16;17;18;19,1;1;2;1;1;1;10;3;6;2;1;1;2;1;2;11,"0, 239;0, 308;0, 128|0, 410;0, 904;0, 980;0, 1445;0, 560|0, 632|0, 706|0, 822|0, 864|0, 889|0, 960|0, 1085|0, 1209|0, 1292;0, 153|0, 196|0, 845;0, 101|0, 248|0, 509|0, 1193|0, 1272|0, 1541;0, 609|0, 1034;0, 821;0, 623;0, 864|0, 1294;0, 190;0, 240|0, 416;0, 29|0, 183|0, 208|0, 407|0, 505|0, 630|0, 640|0, 1571|0, 1596|0, 2101|0, 2110"
101,0;6;11,1;1;1,"0, 241;0, 79;0, 1107"
102,0;2;6;7;9;11;12;13;18;19,2;1;1;1;1;2;1;2;1;1,"0, 244|0, 284;0, 253;0, 300;0, 1338;0, 292;0, 1055|0, 1358;0, 245;0, 98|0, 1167;0, 149;0, 689"
103,0;1;2;4;6;7;8;9;10;11;12;13;14;15;16;18;19,1;1;3;1;5;4;1;4;1;3;2;6;1;3;7;2;11,"0, 246;0, 1194;0, 461|0, 931|0, 1016;0, 374;0, 164|0, 391|0, 689|0, 935|0, 1387;0, 251|0, 657|0, 1339|0, 1414;0, 868;0, 348|0, 703|0, 713|0, 858;0, 215;0, 26|0, 1058|0, 1112;0, 356|0, 370;0, 122|0, 191|0, 204|0, 260|0, 1188|0, 1201;0, 453;0, 197|0, 333|0, 339;0, 43|0, 343|0, 440|0, 521|0, 1112|0, 1234|0, 1286;0, 571|0, 629;0, 135|0, 646|0, 671|0, 850|0, 1174|0, 1209|0, 1334|0, 1442|0, 1456|0, 2209|0, 2299"
104,0;2;6;8;9;10;14;16;19,1;2;3;1;4;2;2;5;4,"0, 249;0, 49|0, 696;0, 521|0, 911|0, 1036;0, 386;0, 620|0, 1085|0, 1117|2, 2;0, 761|0, 1005;0, 481|0, 785;0, 866|0, 1221|0, 1420|0, 1454|0, 1599;0, 1627|0, 2061|0, 2068|0, 2084"
105,0;7,1;2,"0, 251;0, 443|0, 512"
106,0,1,"0, 253"
107,0;1;2;4;5;6;7;10;11;12;13;14;16;18;19,2;2;2;2;15;12;4;3;4;2;2;4;6;2;9,"0, 256|0, 726;0, 213|0, 286;0, 492|0, 506;0, 219|0, 329;0, 100|0, 198|0, 223|0, 310|0, 318|0, 407|0, 464|0, 505|0, 519|0, 528|0, 635|0, 754|0, 775|0, 799|0, 829;0, 45|0, 142|0, 261|0, 523|0, 784|0, 869|0, 882|0, 920|0, 1026|0, 1113|0, 1302|0, 1375;0, 902|0, 1351|0, 1381|2, 1;0, 5|0, 154|0, 199;0, 211|0, 582|0, 619|0, 736;0, 252|0, 278;0, 368|0, 1109;0, 201|0, 404|0, 455|0, 659;0, 16|0, 214|0, 776|0, 839|0, 886|0, 1049;0, 557|0, 590;0, 119|0, 134|0, 144|0, 631|0, 887|0, 964|0, 2003|0, 2010|0, 2022"
108,0;5;16,1;1;1,"0, 258;0, 723;0, 366"
109,0,1,"0, 260"
110,0;6;7;8;9;11;13;14;15;16;19,3;5;1;2;1;2;2;2;2;4;4,"0, 263|0, 583|0, 905;0, 535|0, 569|0, 591|0, 740|0, 1217;0, 1189;0, 64|0, 1046;0, 223;0, 1126|0, 1665;0, 286|0, 704;0, 219|0, 690;0, 165|0, 410;0, 361|0, 889|0, 1215|0, 1594;0, 712|0, 824|0, 1017|0, 1370"
111,0;1;2;4;6;7;8;9;10;11;13;14;15;16;19,4;3;3;1;4;4;7;3;7;9;1;1;4;9;15,"0, 265|0, 306|0, 663|0, 909;0, 735|0, 827|0, 985;0, 79|0, 167|0, 854;0, 147;0, 43|0, 1237|0, 1281|0, 1326;0, 485|0, 777|0, 1001|0, 1344;0, 344|0, 429|0, 603|0, 798|0, 922|0, 947|0, 993;0, 116|0, 132|0, 998;0, 303|0, 478|0, 504|0, 511|0, 532|0, 575|0, 1025;0, 272|0, 586|0, 723|0, 886|0, 919|0, 922|0, 1043|0, 1281|0, 1313;0, 695;0, 779;0, 98|0, 314|0, 570|0, 642;0, 21|0, 209|0, 774|0, 790|0, 1019|0, 1060|0, 1097|0, 1535|0, 1568;0, 104|0, 115|0, 266|0, 289|0, 326|0, 445|0, 475|0, 496|0, 661|0, 717|0, 793|0, 1244|0, 1261|0, 1352|0, 1836"
112,0;8;15;19,1;1;1;8,"0, 266;0, 66;0, 248;3, 2|0, 204|0, 403|0, 425|0, 540|0, 1160|0, 1912|0, 2288"
113,0;5;6;7;8;9;10;11;12;13;15;16;19,4;2;7;2;5;1;5;5;3;1;3;7;5,"0, 269|0, 478|0, 480|0, 993;0, 59|0, 910;0, 20|0, 344|0, 412|0, 444|0, 585|0, 624|0, 1203;0, 358|0, 1248;0, 189|0, 215|0, 1266|0, 1281|0, 1346;0, 991;0, 378|0, 433|0, 447|0, 922|0, 945;0, 29|0, 487|0, 529|0, 1578|0, 1658;0, 106|0, 315|0, 456;0, 213;0, 100|0, 559|0, 614;0, 14|0, 57|0, 211|0, 415|0, 520|0, 627|0, 1252;0, 95|0, 733|0, 874|0, 1203|0, 1520"
114,0;2;5;9;14;16;18,2;1;1;1;2;1;1,"0, 274|0, 409;0, 301;0, 395;0, 1138;0, 22|0, 173;0, 1525;0, 606"
115,0;6;16,1;1;1,"0, 281;0, 104;0, 497"
116,0;10,1;1,"0, 291;0, 965"
117,0;5;6;8;11;16;19,1;1;6;1;1;2;2,"0, 293;0, 909;0, 204|0, 400|0, 411|0, 429|0, 1080|0, 1378;0, 1276;0, 1657;0, 1338|0, 1357;0, 3|0, 1522"
118,0,1,"0, 295"
119,0,1,"0, 298"
120,0;1,1;3,"0, 302;0, 769|0, 795|0, 875"
121,0,1,"0, 303"
122,0;2;5;8;11;13;19,2;1;1;2;1;2;4,"0, 309|0, 672;0, 629;0, 323;0, 506|0, 609;0, 1377;0, 442|0, 1077;0, 1043|0, 1062|0, 2041|0, 2052"
123,0;6;8;9;10;11;12;13;16;19,1;1;1;1;2;1;1;1;1;1,"0, 310;0, 1070;0, 811;0, 900;0, 620|0, 733;0, 772;0, 558;0, 1072;0, 1520;0, 336"
124,0;2;4;5;6;10;11;13;14;16;18;19,2;1;1;2;1;2;2;1;1;20;3;2,"0, 319|0, 691;0, 719;0, 148;0, 517|0, 879;0, 1280;0, 533|0, 576;0, 1070|0, 1072;0, 410;0, 780;3, 4|0, 99|0, 206|0, 238|0, 243|0, 301|0, 384|0, 405|0, 491|0, 504|0, 507|0, 552|0, 662|0, 751|0, 1158|0, 1175|0, 1231|0, 1284|0, 1374|0, 1563;0, 144|0, 284|0, 522;0, 2076|0, 2092"
125,0;11;13,1;2;3,"0, 320;0, 1361|0, 1380;0, 616|0, 965|0, 1032"
126,0,1,"0, 322"
127,0,1,"0, 324"
128,0,1,"0, 325"
129,0,1,"0, 328"
130,0,1,"0, 329"
131,0,1,"0, 330"
132,0;11;13,2;1;1,"0, 331|0, 366;0, 1524;0, 810"
133,0;2;5,1;1;2,"0, 337;0, 225;0, 721|0, 821"
134,0;2;8;15,1;1;1;1,"0, 339;0, 156;0, 35;0, 374"
135,0,1,"0, 340"
136,0;1;2;9;10;12;16,1;2;2;1;1;1;7,"0, 341;0, 465|0, 1043;0, 282|0, 385;0, 523;0, 358;0, 190;0, 1|0, 258|0, 336|0, 555|0, 564|0, 676|0, 792"
137,0;11,1;1,"0, 346;0, 1506"
138,0,1,"0, 348"
139,0,1,"0, 349"
140,0,1,"0, 352"
141,0;19,1;2,"0, 353;0, 811|0, 1629"
142,0,1,"0, 353"
143,0,1,"0, 354"
144,0,1,"0, 356"
145,0;6;10;16;19,2;2;1;1;1,"0, 358|0, 1002;3, 2|0, 2;0, 732;0, 642;0, 525"
146,0;13,1;1,"0, 363;0, 946"
147,0,1,"0, 368"
148,0,1,"0, 370"
149,0;7;13,1;2;1,"0, 372;0, 71|0, 77;0, 691"
150,0,1,"0, 373"
151,0;9;11;14,2;1;1;1,"0, 377|0, 555;0, 1284;0, 1587;0, 512"
152,0;1;5;6;7;8;10;11;13;14;15;16;18;19,1;1;1;10;4;4;1;1;4;7;4;6;2;4,"0, 379;0, 215;0, 927;0, 115|0, 199|0, 244|0, 404|0, 816|0, 1149|0, 1346|0, 1348|0, 1371|0, 1398;0, 498|0, 563|0, 573|0, 1217;0, 643|0, 953|0, 1088|0, 1242;0, 65;0, 811;0, 215|0, 278|0, 837|0, 996;0, 162|0, 297|0, 608|0, 624|0, 643|0, 656|0, 834;0, 54|0, 218|0, 383|0, 621;0, 20|0, 425|0, 968|0, 1072|0, 1152|0, 1254;0, 347|0, 469;0, 118|0, 418|0, 1861|0, 2230"
153,0,1,"0, 380"
154,0,1,"0, 384"
155,0;4;6;7;8;9;10;11;13;14;16;17;18;19,2;2;10;1;1;3;2;6;2;5;11;1;1;20,"0, 388|0, 436;0, 324|0, 371;0, 207|0, 308|0, 314|0, 629|0, 888|0, 904|0, 913|0, 1068|0, 1479|0, 1487;0, 960;0, 1122;0, 442|0, 516|0, 1230;0, 225|0, 1052;0, 341|0, 390|0, 753|0, 900|0, 1084|0, 1526;0, 771|0, 1118;0, 259|0, 341|0, 353|0, 539|0, 801;3, 2|0, 149|0, 274|0, 550|0, 616|0, 731|0, 934|0, 1032|0, 1036|0, 1126|0, 1528;0, 106;0, 65;0, 880|0, 918|0, 951|0, 983|0, 1087|0, 1127|0, 1143|0, 1196|0, 1256|0, 1303|0, 1342|0, 1362|0, 1975|0, 1981|0, 1992|0, 2004|0, 2011|0, 2023|0, 2149|0, 2182"
156,0;1;5;8;10;16;19,1;1;1;2;1;1;3,"0, 390;0, 977;0, 861;0, 842|0, 1078;0, 205;0, 1395;0, 1546|0, 1795|0, 1835"
157,0;15,1;1,"0, 401;0, 326"
158,0;18,1;1,"0, 407;0, 525"
159,0,1,"0, 410"
160,0;2;6;8;9;15;16;18,2;1;1;1;1;1;3;4,"0, 414|0, 474;0, 859;0, 366;0, 1305;0, 204;0, 260;0, 1419|0, 1445|0, 1453;3, 30|0, 30|0, 148|0, 540"
161,0;6;7;10;16,1;1;2;2;1,"0, 424;0, 1333;0, 812|0, 820;0, 290|0, 644;0, 690"
162,0;12,1;1,"0, 429;0, 564"
163,0;1;7;10;16,1;1;1;2;21,"0, 430;0, 61;0, 328;0, 42|0, 107;3, 5|0, 22|0, 100|0, 207|0, 239|0, 244|0, 302|0, 375|0, 553|0, 606|0, 663|0, 1159|0, 1176|0, 1232|0, 1268|0, 1285|0, 1322|0, 1346|0, 1375|0, 1564|0, 1569"
164,0,1,"0, 433"
165,0;4;9;11,1;2;1;2,"0, 438;0, 366|0, 378;0, 854;0, 1120|0, 1151"
166,0;1;2;4;5;8;9;10;11;13;16;18;19,1;4;1;1;7;6;1;1;5;1;3;3;3,"0, 444;0, 457|0, 845|0, 909|0, 962;0, 490;0, 91;0, 136|0, 154|0, 172|0, 212|0, 290|0, 346|0, 470;0, 157|0, 168|0, 219|0, 372|0, 438|0, 990;0, 665;0, 143;0, 445|0, 478|0, 739|0, 1095|0, 1154;0, 816;0, 500|0, 583|0, 604;0, 541|0, 555|0, 617;0, 610|0, 753|0, 1919"
167,0,1,"0, 445"
168,0,1,"0, 447"
169,0;1;5;9;13;14,1;1;1;1;2;1,"0, 448;0, 1096;0, 917;0, 773;0, 1154|0, 1179;0, 414"
170,0;1;2;6;7;8;16;19,3;1;2;1;1;3;1;5,"0, 452|0, 823|0, 926;0, 1062;0, 43|0, 535;0, 590;0, 580;0, 405|0, 604|0, 702;0, 827;0, 182|0, 1049|0, 1420|0, 1479|0, 1558"
171,0;5;10;16;18,1;1;1;1;1,"0, 453;0, 256;0, 606;0, 978;0, 241"
172,0;6;13;16;18,1;2;2;3;1,"0, 454;0, 818|0, 1151;0, 937|0, 957;0, 463|0, 791|0, 1020;0, 200"
173,0;7;10;11;19,1;2;1;1;3,"0, 464;0, 70|0, 248;2, 4;0, 439;0, 316|0, 455|0, 1678"
174,0;2;5,1;1;1,"0, 467;0, 569;0, 664"
175,0;1;5;9,4;1;1;1,"0, 470|0, 523|0, 537|0, 871;0, 394;0, 656;0, 257"
176,0;5,1;1,"0, 472;0, 807"
177,0,1,"0, 475"
178,0;7;8;9,1;2;9;2,"0, 486;0, 883|0, 1362;3, 3|0, 3|0, 297|0, 311|0, 339|0, 526|0, 670|0, 679|0, 847;0, 54|0, 495"
179,0;1;2;5;9;12;13;19,1;1;1;1;1;1;1;1,"0, 492;0, 207;0, 168;0, 918;0, 1148;0, 424;0, 521;0, 1356"
180,0;8;9;19,4;1;2;1,"0, 494|0, 950|0, 979|0, 1005;2, 1;0, 743|0, 786;0, 1509"
181,0,1,"0, 494"
182,0;2;6;11;16;19,1;3;1;1;1;1,"0, 497;0, 17|0, 473|0, 522;0, 270;0, 1223;0, 920;0, 303"
183,0,1,"0, 499"
184,0,1,"0, 501"
185,0;5,1;1,"0, 508;0, 596"
186,0;2;7;8;9;12;15,1;2;2;1;4;2;1,"0, 510;0, 154|0, 184;0, 415|0, 969;0, 391;0, 535|0, 542|0, 643|0, 1274;0, 30|0, 168;0, 587"
187,0,1,"0, 511"
188,0;8,1;1,"0, 513;0, 971"
189,0;4;5;6;15;16;18,2;1;1;2;1;6;3,"0, 519|0, 534;0, 203;0, 362;0, 715|0, 918;3, 2;0, 96|0, 821|0, 844|0, 1098|0, 1117|0, 1607;0, 108|0, 120|0, 215"
190,0,1,"0, 522"
191,0,1,"0, 528"
192,0,1,"0, 529"
193,0;8;16,1;1;1,"0, 530;0, 228;0, 766"
194,0;7;14;19,1;1;1;1,"0, 540;0, 93;0, 635;0, 1531"
195,0,1,"0, 542"
196,0,1,"0, 544"
197,0,1,"0, 546"
198,0;9;10;11;19,1;1;2;2;2,"0, 550;0, 96;0, 535|0, 661;0, 726|0, 1670;0, 1276|0, 1375"
199,0;2,1;3,"0, 551;0, 11|0, 561|0, 725"
200,0;4;9;12;13,1;2;1;2;1,"0, 557;0, 409|0, 439;0, 945;0, 465|0, 573;0, 423"
201,0;1;11,1;1;1,"0, 558;0, 1028;0, 483"
202,0;10,1;1,"0, 560;0, 88"
203,0;7,1;2,"0, 562;0, 867|0, 1283"
204,0;6;10,1;1;1,"0, 563;0, 781;0, 846"
205,0;2;10;12,2;1;1;1,"0, 564|0, 587;0, 126;0, 803;0, 525"
206,0,1,"0, 565"
207,0;9;12;14;16,1;3;1;2;2,"0, 571;0, 165|0, 176|0, 185;0, 502;0, 31|0, 42;0, 391|0, 411"
208,0;1;2;4;6;9;10;11;13;14;15;16;19,2;1;2;1;3;3;1;2;1;6;1;3;1,"0, 578|0, 821;0, 748;0, 38|0, 546;0, 311;0, 306|0, 688|0, 705;0, 517|0, 587|0, 591;0, 808;0, 920|0, 923;0, 1054;0, 235|0, 251|0, 302|0, 563|0, 574|0, 604;0, 382;0, 42|0, 1061|0, 1292;0, 282"
209,0,1,"0, 585"
210,0,1,"0, 588"
211,0;2;5;6;7;8;11;14;15;16;18;19,1;2;1;4;5;1;3;1;1;3;1;1,"0, 591;0, 24|0, 345;0, 12;0, 64|0, 144|0, 352|0, 1490;0, 546|0, 977|0, 1006|0, 1269|0, 1319;0, 776;0, 946|0, 1030|0, 1203;0, 599;0, 506;0, 1105|0, 1493|0, 1604;0, 130;0, 471"
212,0;5;6;13,1;1;1;1,"0, 593;0, 920;0, 233;0, 1083"
